Aalpha,Abeta,Balpha,Bbeta,Y
3.0555555556,1.6111111111,2.1111111111,3.9444444444,
2.7777777778,1.2777777778,3.1111111111,1.6111111111,
2.6666666667,2.2777777778,5.0555555556,2.8888888889,
4.5555555556,2.5555555556,4.3333333333,3.8333333333,
