Aalpha,Abeta,Balpha,Bbeta,Y
1.5,5.3333333333,4,2.6666666667,
5.7222222222,4.8888888889,1.2222222222,3.1111111111,
5.1666666667,3.8888888889,0.6666666667,1.8888888889,
2.7222222222,4.7222222222,2.3888888889,4.7777777778,
