Aalpha,Abeta,Balpha,Bbeta,Y
0.5555555556,5.0555555556,2.6666666667,2.3333333333,
3.8333333333,5.6111111111,5.5555555556,2.2222222222,
2,6,2.9444444444,4.6111111111,
1.7222222222,1.8333333333,4.9444444444,4.1666666667,
