Aalpha,Abeta,Balpha,Bbeta,Y
2.9444444444,1.7222222222,1,5.0555555556,
0.6111111111,0.8333333333,4.8888888889,3.7222222222,
1.5555555556,4.3333333333,2.3333333333,5.8333333333,
5.8333333333,1.8888888889,0.8888888889,3.1666666667,
