Aalpha,Abeta,Balpha,Bbeta,Y
4.8333333333,3.4444444444,1.1666666667,3.7777777778,
3.7222222222,3.8333333333,4.0555555556,5.3888888889,
2.1111111111,3.6666666667,5.3333333333,4.5,
2.5,0.7222222222,5.1666666667,2.4444444444,
