Aalpha,Abeta,Balpha,Bbeta,Y
3.3888888889,2.1666666667,0.7777777778,0.7222222222,
2.3333333333,3.6111111111,3.5,4.3333333333,
0.8333333333,1.6666666667,3.0555555556,5,
1.0555555556,2.0555555556,2.2222222222,2.5555555556,
