Aalpha,Abeta,Balpha,Bbeta,Y
3.6111111111,5.7777777778,3.8333333333,0.6111111111,
3,2.2222222222,5.5,4.7222222222,
1.3333333333,5.1111111111,4.3888888889,0.6666666667,
4.7222222222,4.6111111111,3.6111111111,2.7777777778,
