Aalpha,Abeta,Balpha,Bbeta,Y
2.2222222222,2.8333333333,5.7222222222,1.5,
1.2222222222,1,3.7222222222,2.2777777778,
3.4444444444,5.5,4.1666666667,4.2222222222,
5.7777777778,2.7222222222,4.7777777778,2.1666666667,
