Aalpha,Abeta,Balpha,Bbeta,Y
5.2777777778,5.3888888889,4.8333333333,1.5555555556,
4,5.8333333333,2.0555555556,4.6666666667,
1.8888888889,4.9444444444,1.3333333333,3.3333333333,
5.2222222222,0.5555555556,4.6111111111,4.5555555556,
