Aalpha,Abeta,Balpha,Bbeta,Y
3.2222222222,1.1111111111,0.6111111111,3.6111111111,
1.4444444444,2.5,0.9444444444,0.8333333333,
0.8888888889,5.9444444444,3.7777777778,5.8888888889,
1.1666666667,3.5,3.1666666667,1.7777777778,
