Aalpha,Abeta,Balpha,Bbeta,Y
0.5,3.1111111111,5.1111111111,1.8333333333,
4.6111111111,4.0555555556,5.6111111111,1.2777777778,
1.3888888889,1.5555555556,5.8333333333,5.7222222222,
4.9444444444,4,5.4444444444,3.2777777778,
