Aalpha,Abeta,Balpha,Bbeta,Y
5.0555555556,2,1.5555555556,5.6111111111,
4.2222222222,2.3333333333,3.2777777778,1.0555555556,
2.3888888889,4.8333333333,4.6666666667,5.5555555556,
2.4444444444,1.0555555556,3.2222222222,4.8888888889,
