Aalpha,Abeta,Balpha,Bbeta,Y
3.9444444444,1.3333333333,1.7222222222,1.7222222222,
2.8888888889,5.7222222222,5.8888888889,4,
4.4444444444,2.1111111111,5.7777777778,3,
4.6666666667,4.3888888889,5.2222222222,5.5,
