Aalpha,Abeta,Balpha,Bbeta,Y
3.8888888889,3.7222222222,1.2777777778,1.3333333333,
4.7777777778,5.4444444444,0.5,5.4444444444,
3.3333333333,3.1666666667,1.3888888889,3.5,
1.8333333333,5.8888888889,3,0.8888888889,
