Aalpha,Abeta,Balpha,Bbeta,Y
1.6666666667,0.7777777778,2,0.9444444444,
3.5555555556,2.7777777778,2.7222222222,5.2777777778,
4.3888888889,2.6111111111,0.5555555556,2.9444444444,
5.3888888889,1.7777777778,3.3333333333,4.8333333333,
