Aalpha,Abeta,Balpha,Bbeta,Y
5.5,1.3888888889,5.9444444444,2.0555555556,
4.1111111111,4.1111111111,1.8333333333,2.8333333333,
0.6666666667,5.1666666667,3.6666666667,4.1111111111,
4.5,1.2222222222,1.6666666667,4.3888888889,
