Aalpha,Abeta,Balpha,Bbeta,Y
1,4.6666666667,1.1111111111,1.9444444444,
5.6666666667,3.7777777778,0.8333333333,5.3333333333,
2.8333333333,1.5,0.7222222222,2.1111111111,
1.6111111111,3.0555555556,1.5,4.2777777778,
