0, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
1, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
2, 1.77778, 4.25869, 4.88889, 4.22222, 1, 862137708120637440
3, 1.38431, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
4, 1.77778, 4.38889, 4.59796, 4.22222, 1, 862137708120637440
5, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
6, 1.77778, 4.09071, 4.88889, 4.22222, 1, 862137708120637440
7, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
8, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
9, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
10, 1.21686, 4.38889, 4.72847, 4.22222, 1, 862137708120637440
11, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
12, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
13, 1.57369, 4.88557, 4.88889, 4.22222, 1, 862137708120637440
14, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
15, 1.77778, 4.38889, 4.88889, 4.35984, 1, 862137708120637440
16, 1.8291, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
17, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
18, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
19, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
20, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
21, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
22, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
23, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
24, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
25, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
26, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
27, 1.77778, 4.38889, 4.88889, 4.93232, 1, 862137708120637440
28, 1.77778, 4.1048, 4.34226, 4.22222, 1, 862137708120637440
29, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
30, 1.77778, 4.38889, 4.88889, 4.06325, 1, 862137708120637440
31, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
32, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
33, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
34, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
35, 1.69173, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
36, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
37, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
38, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
39, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
40, 1.77778, 4.38889, 4.88889, 3.9238, 1, 862137708120637440
41, 1.69238, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
42, 1.77778, 4.38889, 4.90492, 4.22222, 1, 862137708120637440
43, 1.77778, 4.38889, 4.88889, 4.18112, 1, 862137708120637440
44, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
45, 1.77778, 4.18087, 4.88889, 4.22222, 1, 862137708120637440
46, 1.77778, 3.92474, 4.88889, 4.22222, 1, 862137708120637440
47, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
48, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
49, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
50, 2.39744, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
51, 1.77778, 4.38889, 4.88889, 4.22222, 1, 862137708120637440
