"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 17.2351856 44.4595362 19.2587058 38.4057954 5.04436334974102 10.1413633497569 862137708120637440 1 0 -89.8586366502431
2 17.2708127 44.4881895 19.2846737 38.425524 5.04416285245982 10.1332594369641 862137708120637440 1 0 -89.8667405630359
3 17.3230475 44.5425329 19.3132388 38.4732185 5.04389138014573 10.1310098941402 862137708120637440 1 0 -89.8689901058598
4 17.3901195 44.6148547 19.3740922 38.5292416 5.04355561873459 10.1149807708842 862137708120637440 1 0 -89.8850192291158
5 17.4752379 44.7524215 19.4507353 38.6518022 5.043221218689 10.1086779509825 862137708120637440 1 0 -89.8913220490175
