"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 47.4775883 31.3544414 7.16169167 34.8774974 3.30206539965947 24.4312599129327 862137708120637440 2 0 -75.5687400870673
2 47.5132188 31.3831003 7.18766433 34.8972278 3.30266762772697 24.3731667237778 862137708120637440 2 0 -75.6268332762222
3 47.5654555 31.4374476 7.21623515 34.9449237 3.30483130054 24.3277747648963 862137708120637440 2 0 -75.6722252351037
4 47.6325291 31.5097738 7.27709183 35.0009488 3.30794251065624 24.1988636252611 862137708120637440 2 0 -75.8011363747389
5 47.7176509 31.6473432 7.35373833 35.1235092 3.31672663374678 24.06927171503 862137708120637440 2 0 -75.93072828497
