"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 47.4775883 31.3544414 7.16169167 34.8774974 3.30206539965947 24.4312599129327 862137708120637440 2 1.26982801469462e-58 -25.5687400870673
2 47.513895 31.3770227 7.1796362 34.8962489 3.30199679973625 24.3967607328308 862137708120637440 2 4.87772697375726e-62 -25.6032392671692
3 47.5634656 31.4101091 7.22371513 34.9282346 3.30214224984769 24.2903012396421 862137708120637440 2 7.1837293269729e-61 -25.7096987603579
4 47.484767 31.3563715 7.15527782 35.1785097 3.30176866395672 24.6589305560639 862137708120637440 2 2.99947756993758e-59 -25.3410694439361
5 47.5619792 31.3333489 7.13497197 35.1536051 3.29420944669829 24.7170499573146 862137708120637440 2 2.02884105514471e-58 -25.2829500426854
