0, 41.93, 115.298, 44.9, 10, -73.3676, -38.4676, -230.806, 32, 1388492173653049344
1, 41.93, 115.298, 44.9, 10, -73.3676, -38.4676, -230.806, 32, 1388492173653049344
2, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
3, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
4, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
5, 41.93, 46.6217, 44.9, 10, -4.69172, 30.2083, 181.25, 32, 1388492173653049344
6, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
7, 41.93, 48.99, 44.9, 10, -7.06, 27.84, 167.04, 32, 1388492173653049344
8, 41.93, 48.99, 44.9, 11.3737, -7.06, 26.4663, 158.798, 32, 1388492173653049344
9, 41.93, 115.298, 44.9, 10, -73.3676, -38.4676, -230.806, 32, 1388492173653049344
10, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
11, 41.93, 48.99, 44.9, 10, -7.06, 27.84, 167.04, 32, 1388492173653049344
12, 41.93, 75.156, 16.6018, 10, -33.226, -26.6242, -159.745, 32, 1388492173653049344
13, 41.93, 89.41, 44.9, 10.1555, -47.48, -12.7355, -76.413, 32, 1388492173653049344
14, 41.93, 115.298, 44.9, 10, -73.3676, -38.4676, -230.806, 32, 1388492173653049344
15, 41.93, 32.7123, 44.9, 10, 9.21773, 44.1177, 264.706, 32, 1388492173653049344
16, 41.93, 115.298, 44.9, 10, -73.3676, -38.4676, -230.806, 32, 1388492173653049344
17, 43.5304, 75.156, 44.9, 10, -31.6256, 3.27439, 19.6463, 32, 1388492173653049344
18, 41.93, 202.793, 44.9, 10, -160.863, -125.963, -755.78, 32, 1388492173653049344
19, 41.93, 115.298, 44.9, 10, -73.3676, -38.4676, -230.806, 32, 1388492173653049344
20, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
21, 41.93, 81.1335, 44.9, 10, -39.2035, -4.30347, -25.8208, 32, 1388492173653049344
22, 41.93, 32.1371, 44.9, 10, 9.79287, 44.6929, 268.157, 32, 1388492173653049344
23, 41.93, 48.99, 44.9, 10, -7.06, 27.84, 167.04, 32, 1388492173653049344
24, 41.93, 75.156, 27.2332, 10, -33.226, -15.9928, -95.9568, 32, 1388492173653049344
25, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
26, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
27, 41.93, 48.99, 44.9, 10, -7.06, 27.84, 167.04, 32, 1388492173653049344
28, 41.93, 115.298, 18.0411, 10, -73.3676, -65.3265, -391.959, 32, 1388492173653049344
29, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
30, 41.93, 75.1746, 44.9, 10, -33.2446, 1.65545, 9.93267, 32, 1388492173653049344
31, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
32, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
33, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
34, 41.93, 48.99, 29.8254, 10, -7.06, 12.7654, 76.5924, 32, 1388492173653049344
35, 41.93, 166.572, 44.9, 10, -124.642, -89.7418, -538.451, 32, 1388492173653049344
36, 41.93, 48.99, 44.9, 10, -7.06, 27.84, 167.04, 32, 1388492173653049344
37, 41.93, 127.3, 44.9, 10, -85.3696, -50.4696, -302.817, 32, 1388492173653049344
38, 41.93, 75.156, 53.0357, 10, -33.226, 9.80967, 58.858, 32, 1388492173653049344
39, 41.93, 75.156, 44.9, 9.66518, -33.226, 2.00879, 12.0527, 32, 1388492173653049344
40, 41.93, 115.298, 44.9, 10, -73.3676, -38.4676, -230.806, 32, 1388492173653049344
41, 24.5353, 75.156, 44.9, 10, -50.6207, -15.7207, -94.3243, 32, 1388492173653049344
42, 41.93, 48.99, 44.9, 10, -7.06, 27.84, 167.04, 32, 1388492173653049344
43, 45.5353, 115.298, 73.0925, 6.763, -69.7623, -3.43278, -20.5967, 32, 1388492173653049344
44, 41.93, 48.99, 44.9, 10, -7.06, 27.84, 167.04, 32, 1388492173653049344
45, 41.93, 115.298, 44.9, 11.6797, -73.3676, -40.1473, -240.884, 32, 1388492173653049344
46, 65.3397, 48.99, 44.9, 10, 16.3497, 51.2497, 307.498, 32, 1388492173653049344
47, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
48, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
49, 41.93, 48.99, 44.9, 10, -7.06, 27.84, 167.04, 32, 1388492173653049344
50, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
51, 41.93, 115.298, 44.9, 10, -73.3676, -38.4676, -230.806, 32, 1388492173653049344
52, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
53, 41.93, 115.298, 44.9, 10, -73.3676, -38.4676, -230.806, 32, 1388492173653049344
54, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
55, 41.93, 48.99, 44.9, 10.1018, -7.06, 27.7382, 166.429, 32, 1388492173653049344
56, 41.93, 190.094, 44.9, 10, -148.164, -113.264, -679.582, 32, 1388492173653049344
57, 41.93, 115.298, 44.9, 10, -73.3676, -38.4676, -230.806, 32, 1388492173653049344
58, 41.93, 115.298, 44.9, 11.2647, -73.3676, -39.7323, -238.394, 32, 1388492173653049344
59, 41.93, 75.156, 85.7221, 10, -33.226, 42.4961, 254.976, 32, 1388492173653049344
60, 41.93, 75.1746, 44.9, 10, -33.2446, 1.65545, 9.93267, 32, 1388492173653049344
61, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
62, 41.93, 115.298, 44.8392, 10, -73.3676, -38.5284, -231.171, 32, 1388492173653049344
63, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
64, 41.93, 115.298, 44.9, 10, -73.3676, -38.4676, -230.806, 32, 1388492173653049344
65, 41.93, 75.156, 56.7819, 10, -33.226, 13.5559, 81.3354, 32, 1388492173653049344
66, 41.93, 48.99, 44.9, 10, -7.06, 27.84, 167.04, 32, 1388492173653049344
67, 41.93, 48.99, 44.9, 10, -7.06, 27.84, 167.04, 32, 1388492173653049344
68, 41.93, 48.99, 44.9, 9.2065, -7.06, 28.6335, 171.801, 32, 1388492173653049344
69, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
70, 41.93, 210.24, 44.9, 10, -168.31, -133.41, -800.461, 32, 1388492173653049344
71, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
72, 41.93, 48.99, 44.9, 10, -7.06, 27.84, 167.04, 32, 1388492173653049344
73, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
74, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
75, 41.93, 115.298, 44.9, 10, -73.3676, -38.4676, -230.806, 32, 1388492173653049344
76, 41.93, 48.99, 44.9, 5.34178, -7.06, 32.4982, 194.989, 32, 1388492173653049344
77, 41.93, 37.6745, 44.9, 10, 4.25549, 39.1555, 234.933, 32, 1388492173653049344
78, 41.93, 75.156, 99.5815, 16.2756, -33.226, 50.0798, 300.479, 32, 1388492173653049344
79, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
80, 60.2407, 75.156, 44.9, 10, -14.9153, 19.9847, 119.908, 32, 1388492173653049344
81, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
82, 41.93, 75.156, 55.6675, 10, -33.226, 12.4414, 74.6485, 32, 1388492173653049344
83, 48.7115, 115.298, 44.9, 10, -66.5861, -31.6861, -190.117, 32, 1388492173653049344
84, 70.8135, 67.8467, 44.9, 10, 2.96685, 37.8669, 227.201, 32, 1388492173653049344
85, 41.93, 75.156, 44.9, 11.8979, -33.226, -0.223885, -1.34331, 32, 1388492173653049344
86, 41.93, 37.8563, 44.9, 10, 4.07368, 38.9737, 233.842, 32, 1388492173653049344
87, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
88, 41.93, 75.156, 39.7103, 10, -33.226, -3.51577, -21.0946, 32, 1388492173653049344
89, 41.93, 71.1789, 74.0276, 10, -29.2489, 34.7787, 208.672, 32, 1388492173653049344
90, 42.0878, 75.156, 44.9, 10, -33.0682, 1.83179, 10.9908, 32, 1388492173653049344
91, 41.93, 120.195, 44.9, 10, -78.2645, -43.3645, -260.187, 32, 1388492173653049344
92, 41.93, 48.99, 44.9, 10, -7.06, 27.84, 167.04, 32, 1388492173653049344
93, 41.93, 48.99, 44.9, 12.8301, -7.06, 25.0099, 150.059, 32, 1388492173653049344
94, 41.93, 170.933, 44.9, 10, -129.003, -94.1026, -564.615, 32, 1388492173653049344
95, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
96, 41.93, 115.298, 44.9, 10, -73.3676, -38.4676, -230.806, 32, 1388492173653049344
97, 41.93, 115.298, 44.9, 10.0721, -73.3676, -38.5397, -231.238, 32, 1388492173653049344
98, 41.93, 48.99, 44.9, 14.7948, -7.06, 23.0452, 138.271, 32, 1388492173653049344
99, 41.93, 75.156, 44.9, 10, -33.226, 1.67397, 10.0438, 32, 1388492173653049344
100, 41.93, 115.298, 44.9, 10, -73.3676, -38.4676, -230.806, 32, 1388492173653049344
101, 41.93, 75.156, 44.9, 6.06531, -33.226, 5.60866, 33.652, 32, 1388492173653049344
