"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 42.9412808 50.00394 45.9728105 11.1875976 4.91750041884412 1.21784262809282 862137708120637440 1 4.24346452501478e-09 -8.78215737190718
2 42.9775809 50.0265205 45.9907545 11.2063492 4.91734853948785 1.21942311391265 862137708120637440 1 4.29260809760332e-09 -8.78057688608735
3 43.0271461 50.0596069 46.034832 11.2383349 4.91714920005388 1.22175702653855 862137708120637440 1 4.37827849739343e-09 -8.77824297346145
4 43.1025305 50.1361002 46.0786915 11.2831799 4.91698303451067 1.22547472240043 862137708120637440 1 4.46996215495999e-09 -8.77452527759957
5 43.2030191 50.2473586 46.1717961 11.3583455 4.91673805703329 1.23122723467971 862137708120637440 1 4.6444142851538e-09 -8.76877276532029
