"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 42.9459896 50.0075611 45.9722082 11.1939602 4.91748523323881 1.21854802743892 861922731048828928 1 4.25910638018103e-09 -8.78145197256108
2 42.9742431 50.0306064 46.0082747 11.2246971 4.91739855197893 1.22095732305165 861922731048828928 1 4.33161889798566e-09 -8.77904267694835
3 43.0113466 50.0746732 46.0364326 11.252028 4.9173689498429 1.22320697586259 861922731048828928 1 4.40042228717767e-09 -8.77679302413741
4 43.0816555 50.1222039 46.1087801 11.3007371 4.91705841211949 1.22662468897568 861922731048828928 1 4.56561981698409e-09 -8.77337531102432
5 43.1648654 50.2095631 46.171448 11.3896529 4.91655094676281 1.23464797807134 861922731048828928 1 5.29068654189913e-09 -8.76535202192866
