"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 12.194785 31.8585353 40.4284052 13.2037926 5.06569658202683 1.66708953475495 862137708120637440 3 2.90393017278801e-08 -8.33291046524505
2 12.2310879 31.8811094 40.4463456 13.222542 5.06532699933723 1.66872464763004 862137708120637440 3 2.94076496582517e-08 -8.33127535236996
3 12.280656 31.9141904 40.4904178 13.254524 5.06483927252667 1.67095651879592 862137708120637440 3 3.00451113195588e-08 -8.32904348120408
4 12.3560458 31.9906777 40.5342743 13.2993647 5.06415438641297 1.67475695403566 862137708120637440 3 3.06925485927247e-08 -8.32524304596434
5 12.4565372 32.1019333 40.627373 13.3745265 5.06328951516012 1.68041459938735 862137708120637440 3 3.19500859032012e-08 -8.31958540061265
