"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 15.723083 50.508035 11.6980172 45.9663966 5.06569455175065 20.0420309548447 862137708120637440 2 2.05834071954966e-09 10.0420309548447
2 15.7593853 50.5306084 11.715965 45.9851466 5.06545496826841 20.0228126291102 862137708120637440 2 1.63775120872345e-08 10.0228126291102
3 15.8089527 50.5636888 11.760049 46.0171314 5.06513734454833 19.9669300771733 862137708120637440 2 3.08896530206596e-07 9.96693007717335
4 15.7665917 50.5034549 11.6192468 46.4148247 5.06535495936798 20.3768230179134 862137708120637440 2 3.4831416133622e-10 10.3768230179134
5 15.6650678 50.5029283 11.6443283 45.7969733 5.06616119704952 20.06249733259 862137708120637440 2 1.5924916151104e-09 10.06249733259
