"File" "Generation" "Index" "AAlpha" "ABeta" "BAlpha" "BBeta" "BConc" "AConc" "fitness" "distance"
1 1 0 23.2778 10.6768 7.65252 24.6957 16.1655460108258 2.29334355820833 4.23654568301664e-29 16.1655460108258
1 1 1 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 2 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 3 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 4 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 5 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 6 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 7 23.6415 10.6768 7.65252 24.2859 15.8936202141036 2.2580630310851 3.74563711360431e-28 15.8936202141036
1 1 8 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 9 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 10 23.2778 10.6768 7.65252 24.4361 15.9956134883227 2.29334368411642 1.66108314551112e-28 15.9956134883227
1 1 11 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 12 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 13 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 14 23.2778 10.6768 7.79569 23.9704 15.4025016953513 2.29334371054509 1.74708345245918e-26 15.4025016953513
1 1 15 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 16 23.2778 10.6768 7.65252 24.627 16.1205728663517 2.29334366524439 6.09062261414959e-29 16.1205728663517
1 1 17 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 18 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 19 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 20 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 21 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 22 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 23 23.2778 10.6768 7.65252 24.2722 15.888327891448 2.29334368594898 3.90649990170272e-28 15.888327891448
1 1 24 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 25 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 26 23.2778 10.6768 7.54937 24.0287 15.9439261765024 2.29334372431911 2.50975998080412e-28 15.9439261765024
1 1 27 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 28 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 29 23.2778 12.0719 7.65252 24.2859 15.9214920452589 2.59300696864275 3.00087936391868e-28 15.9214920452589
1 1 30 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 31 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 32 23.2778 10.3196 7.65252 24.2859 15.8902709072158 2.21661832640198 3.84665995517863e-28 15.8902709072158
1 1 33 23.2778 10.6768 8.13722 24.2859 14.9500117686482 2.29334364519706 5.4136002611269e-25 14.9500117686482
1 1 34 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 35 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 36 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 37 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 38 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 39 23.2778 10.2275 7.65252 24.2859 15.8883932895818 2.19683554854813 3.90447086709464e-28 15.8883932895818
1 1 40 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 41 23.5457 10.6768 7.75825 24.2859 15.6778877416178 2.26725020379523 2.05598797974194e-27 15.6778877416178
1 1 42 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 43 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 44 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 45 23.2778 10.6768 8.0384 24.2859 15.1338717108798 2.29334363452363 1.35813044946116e-25 15.1338717108798
1 1 46 23.2778 10.6768 7.65252 24.7094 16.1745153733299 2.29334370178396 3.94019733194634e-29 16.1745153733299
1 1 47 22.6682 10.6768 7.65252 24.2859 15.9038237289926 2.35501712682627 3.45381805978719e-28 15.9038237289926
1 1 48 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 49 23.2778 10.1873 7.65252 24.2859 15.8875641785167 2.18820069780541 3.93027234401441e-28 15.8875641785167
1 1 50 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 51 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 52 23.2778 10.6768 7.65252 23.8252 15.5957250287514 2.29334358618869 3.90843765622977e-27 15.5957250287514
1 1 53 23.2778 10.1886 7.65252 24.2859 15.8875882458842 2.18847979010619 3.92952100252532e-28 15.8875882458842
1 1 54 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 55 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 56 23.2778 10.6768 8.26259 24.2859 14.7230812416638 2.2933436224351 2.9146854881666e-24 14.7230812416638
1 1 57 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 58 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 59 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 60 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 61 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 62 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 63 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 64 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 65 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 66 23.2778 10.4284 8.11243 24.2859 14.9911984878774 2.23998806138054 3.97736404296893e-25 14.9911984878774
1 1 67 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 68 23.2778 10.6768 7.65252 24.3773 15.9571245825423 2.29334383309601 2.25900933116548e-28 15.9571245825423
1 1 69 24.3299 10.6768 7.65252 23.9272 15.6524226870958 2.19417256468101 2.50982622319835e-27 15.6524226870958
1 1 70 23.2778 11.2496 7.65252 24.2859 15.90778707541 2.41637929111464 3.34665116859858e-28 15.90778707541
1 1 71 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 72 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 73 23.2778 10.6768 7.65252 23.8924 15.6397115411739 2.29334366137002 2.77223329227073e-27 15.6397115411739
1 1 74 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 75 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 76 23.2778 10.7316 7.65252 24.2463 15.8724129522556 2.30511431945568 4.43270218482856e-28 15.8724129522556
1 1 77 23.6042 10.6768 7.65252 24.2859 15.8939900734579 2.26163116247066 3.73464396485087e-28 15.8939900734579
1 1 78 23.2778 10.6768 8.58202 24.2859 14.174858570967 2.29334374980977 1.52992416549476e-22 14.174858570967
1 1 79 23.2778 11.059 8.09263 24.2859 15.0390543381716 2.37543903843094 2.77690911001912e-25 15.0390543381716
1 1 80 23.2778 10.6768 8.31468 24.2859 14.6308082061049 2.29334363189098 5.73681994869105e-24 14.6308082061049
1 1 81 23.2778 10.6768 7.60946 25.3862 16.7116104903469 2.29334349877149 4.76194685391277e-31 16.7116104903469
1 1 82 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 83 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
1 1 84 23.2778 10.6768 7.65252 24.2859 15.8972941625474 2.29334369957873 3.63784757498209e-28 15.8972941625474
