"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 42.946884 49.995627 46.00092 11.193995 4.91741513744444 1.21778874681535 861922731048828928 1 0.690200831637297 1.21778874681535
2 42.967559 50.045097 46.051448 11.227774 4.91754063100164 1.22011190613969 861922731048828928 1 0.689191620313293 1.22011190613969
3 42.97854 50.082315 46.098426 11.35406 4.91765090141178 1.23265453150665 861922731048828928 1 0.683873899665449 1.23265453150665
4 42.992692 50.270153 46.197013 11.367037 4.91859180425031 1.23145775287716 861922731048828928 1 0.68438809337196 1.23145775287716
5 43.112642 50.248716 46.287362 11.489556 4.91756954246805 1.24219812333433 861922731048828928 1 0.679831829111912 1.24219812333433
