"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 15.702111 50.481632 11.714306 45.951936 5.06581903755834 20.0084183644641 862137708120637440 2 5.81030844517879e-36 20.0084183644641
2 15.723916 50.494982 11.754692 45.953315 5.06567580976765 19.9472414982992 862137708120637440 2 6.41803053913524e-36 19.9472414982992
3 15.7582 50.497625 11.812204 45.938694 5.06541665030175 19.8558459217228 862137708120637440 2 2.21528854857111e-36 19.8558459217228
4 15.766209 50.556533 11.885278 45.982336 5.06544266936687 19.7682220211601 862137708120637440 2 1.79208703732078e-32 19.7682220211601
5 15.801883 50.587744 12.02162 46.019323 5.06521953822881 19.5955044927221 862137708120637440 2 1.03024039256546e-23 19.5955044927221
