"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 15.723083 50.508035 11.6980172 45.9663966 5.06569455175065 20.0420309548447 862137708120637440 2 1.99624228004629e-90 -29.9579690451553
2 15.7593853 50.5306084 11.715965 45.9851466 5.06545496826841 20.0228126291102 862137708120637440 2 4.29109025525059e-93 -29.9771873708898
3 15.8089527 50.5636888 11.760049 46.0171314 5.06513734454833 19.9669300771733 862137708120637440 2 2.41290244018454e-91 -30.0330699228267
4 15.7884536 50.4587691 11.8092533 46.006058 5.06513891539433 19.8766623374687 862137708120637440 2 1.0349650537498e-92 -30.1233376625313
5 15.8175486 50.385785 11.7218073 45.9687474 5.06480907868861 20.0036885565587 862137708120637440 2 1.12892388024425e-91 -29.9963114434413
