"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 6.65032682 38.9150422 47.989006 23.2845937 5.1862727025561 2.52615871255769 862137708120637440 1 3.09895146091492e-245 -47.4738412874423
2 6.68663204 38.9376246 48.0069471 23.3033433 5.18535479679084 2.52714057231145 862137708120637440 1 4.54498933320097e-245 -47.4728594276886
3 6.73620146 38.9707132 48.0510195 23.3353262 5.18415134584656 2.52801712764497 862137708120637440 1 3.23792336044542e-244 -47.471982872355
4 6.81159206 39.0472081 48.0948774 23.3801679 5.18232200938357 2.53019283180363 862137708120637440 1 5.18185338207644e-244 -47.4698071681964
5 6.91208553 39.1584671 48.1879765 23.4553311 5.18002847255515 2.53274837193083 862137708120637440 1 3.37013993137495e-244 -47.4672516280692
