"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 10.17858938 6.15243922 13.2102074 16.2279981 3.02301631326098 6.24082969952925 862137708120637440 3 8.04872001493244e-202 -43.7591703004708
2 10.2148973 6.1750182 13.2281493 16.2467497 3.02474181226093 6.2400490703248 862137708120637440 3 5.40640203502177e-203 -43.7599509296752
3 10.26446847 6.20810353 13.2722233 16.2787361 3.0280497559829 6.23261867797423 862137708120637440 3 5.08680514470571e-199 -43.7673813220258
4 10.18576808 6.15436945 13.2037944 16.5290103 3.0218140562719 6.35920285510008 862137708120637440 3 1.17006132587085e-199 -43.6407971448999
5 10.17584681 6.14798679 13.2077328 16.6420861 3.0215592223149 6.40109056764636 862137708120637440 3 2.3316457527688e-201 -43.5989094323536
