"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 23.2954069 10.68784503 7.67579031 24.2982494 2.29415377759445 15.8684919583017 861991462336724992 2 0 -84.1315080416983
2 23.3237127 10.7065547 7.70062221 24.3033448 2.2956096841779 15.8294755745666 861991462336724992 2 0 -84.1705244254334
3 23.3613629 10.739524 7.7471864 24.3219228 2.29923118368758 15.7602464438823 861991462336724992 2 0 -84.2397535561177
4 23.4249185 10.8082051 7.82170212 24.3622426 2.30792130926319 15.6556601022656 861991462336724992 2 0 -84.3443398977344
5 23.5415286 10.8756629 7.93976184 24.4191766 2.31137685967673 15.4975274586449 861991462336724992 2 0 -84.5024725413551
