"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "fitness" "distance"
1 22.26219029 30.1371832966667 26.0715453 29.5780079666667 4.11147016348524 9.63654980608395 0.139365016717164 9.63654980608395
2 22.28252528 30.1610133966667 26.1161946466667 29.6037986666667 4.11254592089054 9.60920063055248 0.139234633016952 9.60920063055248
3 22.3276371633333 30.1741665033333 26.1711360066667 29.6575367666667 4.11114874902526 9.58578612376927 0.138805704178893 9.58578612376927
4 22.3489137266667 30.2674765766667 26.2561534533333 29.6981458333333 4.11857659913014 9.5318724282613 0.138647080208797 9.5318724282613
5 22.4568671866667 30.2782847166666 26.3631322933333 29.8064085 4.11351495282291 9.48731543558755 0.137789780172539 9.48731543558755
