"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 15.7277918 50.5116536 11.6974152 45.9727595 5.06566484502998 20.044807477522 861922731048828928 2 3.12799062135915e-92 -29.955192522478
2 15.756047 50.5346939 11.7334862 46.0034954 5.065483893575 20.0014554079013 861922731048828928 2 2.46668795092313e-92 -29.9985445920987
3 15.7931526 50.5787559 11.7616469 46.0308256 5.06526789442735 19.9706866077828 861922731048828928 2 2.0738635419736e-92 -30.0293133922172
4 15.855642 50.7356527 11.672479 46.1894107 5.06501593199282 20.1795826664341 861922731048828928 2 2.09448283284663e-77 -29.8204173335659
5 15.8875871 50.839871 11.6502067 46.3416524 5.06492151884479 20.283789764589 861922731048828928 2 1.06167989229495e-82 -29.716210235411
