"Rep" "Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 1 43.953998 16.2368601 42.4439102 51.0131598 1.84706425339323 6.00902118241356 861922731048828928 1 1.1621616313972e-210 -43.9909788175864
1 2 43.9822599 16.2599051 42.4799772 51.043896 1.84853181295524 6.00768288420702 861922731048828928 1 2.42497978291667e-210 -43.992317115793
1 3 44.0193703 16.3039712 42.5081361 51.0712265 1.85201196498246 6.00708948861512 861922731048828928 1 3.85683897087719e-210 -43.9929105113849
1 4 44.0809797 16.3326399 42.5505938 51.1197941 1.85272168622034 6.00696986412431 861922731048828928 1 2.1076119422298e-208 -43.9930301358757
1 5 44.1590956 16.4622785 42.6094555 51.2157537 1.86431149108127 6.01036001252573 861922731048828928 1 4.1746781388123e-199 -43.9896399874743
2 1 43.9610139 16.23225 42.4545712 51.012354 1.84625006974373 6.00747324998575 861991462336724992 1 9.76060278473444e-211 -43.9925267500142
2 2 43.9842329 16.2519655 42.482681 51.0257361 1.84756291227202 6.00520597794154 861991462336724992 1 1.3381184077173e-210 -43.9947940220585
2 3 44.0253366 16.289108 42.5235488 51.0373342 1.8501270900799 6.00099353801984 861991462336724992 1 1.47251524243626e-210 -43.9990064619802
2 4 44.093555 16.3686541 42.5845791 51.070637 1.85636170438961 5.99656142040927 861991462336724992 1 4.40148944640065e-210 -44.0034385795907
2 5 44.1509366 16.4373605 42.6943719 51.1292339 1.86180904535069 5.98869674231321 861991462336724992 1 1.12096826346943e-209 -44.0113032576868
3 1 43.9492904 16.2332395 42.4445121 51.0067968 1.84684124826861 6.00820638635549 862137708120637440 1 1.65733782400303e-210 -43.9917936136445
3 2 43.9855993 16.2558191 42.4624577 51.0255474 1.84793461356641 6.00798596419201 862137708120637440 1 1.89074101055431e-210 -43.992014035808
3 3 44.0351712 16.2889047 42.5065385 51.0575333 1.84966926871857 6.00568942922943 862137708120637440 1 1.25551705333541e-209 -43.9943105707706
3 4 44.1040127 16.3716092 42.5600266 51.1148778 1.85625290367783 6.0051827693574 862137708120637440 1 6.94813690726551e-208 -43.9948172306426
3 5 44.1897028 16.4764928 42.6309451 51.2113267 1.86464900991284 6.00677966505785 862137708120637440 1 8.30086942743758e-209 -43.9932203349422
