"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "fitness" "distance"
1 3.12752379666667 21.274517 24.8062631 37.4016710333333 5.36581166073214 8.29852406955242 0.485342283240933 -1.70147593044758
2 3.15678307666667 21.2962974333333 24.8336359666667 37.4226280666667 5.36352894052632 8.28944542226632 0.482055395091978 -1.71055457773368
3 3.19937564333333 21.3343957666667 24.8713366666667 37.4462666 5.36004902199252 8.27511450886237 0.476778728438165 -1.72488549113763
4 3.26783741666667 21.3923972333333 24.94196 37.4924454333333 5.35437989536054 8.25173233247382 0.468432768172352 -1.74826766752618
5 3.32362980666667 21.4968143666667 25.0502110666667 37.5702513333333 5.34955289502353 8.22514994289565 0.459624302373782 -1.77485005710435
