"Rep" "Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 1 42.9459896 50.0075611 45.9722082 11.1939602 4.91748523323881 1.21854802743892 861922731048828928 1 0 -98.7814519725611
1 2 42.9797845 50.0303049 46.0119241 11.2256488 4.91735399976016 1.22096608926034 861922731048828928 1 0 -98.7790339107397
1 3 43.0043507 50.0925437 46.0534667 11.2589317 4.91751514688871 1.22352257806563 861922731048828928 1 0 -98.7764774219344
1 4 43.0534149 50.1434534 46.1003942 11.326998 4.91740908303754 1.22972910073286 861922731048828928 1 0 -98.7702708992671
1 5 43.0955676 50.2530253 46.1991048 11.4157314 4.9176669571594 1.23683215981445 861922731048828928 1 0 -98.7631678401855
2 1 42.9530042 50.0029507 45.9828692 11.1931547 4.9174106454408 1.21818650220049 861991462336724992 1 0 -98.7818134977995
2 2 42.9813069 50.0216642 46.0076994 11.1982549 4.9172856695382 1.21810608926827 861991462336724992 1 0 -98.7818939107317
2 3 43.018954 50.0546395 46.0542616 11.2168359 4.91718068539554 1.21892248768043 861991462336724992 1 0 -98.7810775123196
2 4 43.0825089 50.1233251 46.1287777 11.2571629 4.9170956515855 1.22138778458902 861991462336724992 1 0 -98.778612215411
2 5 43.1991162 50.1907846 46.2468388 11.3140974 4.91658730348908 1.22455064860933 861991462336724992 1 0 -98.7754493513907
3 1 42.9412808 50.00394 45.9728105 11.1875976 4.91750041884412 1.21784262809282 862137708120637440 1 0 -98.7821573719072
3 2 42.9769042 50.0325982 45.9987825 11.2073281 4.91739136073095 1.21932162937899 862137708120637440 1 0 -98.780678370621
3 3 43.029134 50.0869455 46.0273524 11.2550242 4.91730650445727 1.2237785853752 862137708120637440 1 0 -98.7762214146248
3 4 43.096203 50.1592713 46.0882082 11.3110493 4.91719075467051 1.22828595540743 862137708120637440 1 0 -98.7717140445926
3 5 43.181318 50.2968393 46.1648539 11.4336093 4.91723678773119 1.23958162911656 862137708120637440 1 0 -98.7604183708834
