"Rep" "Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 1 17.2398943 44.4631552 19.2581035 38.4121588 5.0443370829005 10.1431093157814 861922731048828928 1 0 -89.8568906842186
1 2 17.2736923 44.4858953 19.2978159 38.4438462 5.0441390229331 10.1311587753531 861922731048828928 1 0 -89.8688412246469
1 3 17.2982616 44.5481285 19.3393549 38.4771279 5.04407820252815 10.1195246588498 861922731048828928 1 0 -89.8804753411502
1 4 17.3473299 44.5990348 19.3862807 38.5451928 5.043830434511 10.1143218450516 861922731048828928 1 0 -89.8856781549484
1 5 17.3894844 44.7086026 19.4849843 38.6339224 5.04372902590084 10.0897209117604 861922731048828928 1 0 -89.9102790882396
2 1 17.2469092 44.458546 19.2687635 38.4113528 5.04427826060964 10.1375927724244 861991462336724992 1 0 -89.8624072275756
2 2 17.2752158 44.4772559 19.2935895 38.4164518 5.04411789476914 10.1263456281941 861991462336724992 1 0 -89.8736543718059
2 3 17.3128678 44.5102262 19.3401503 38.435031 5.04391224587209 10.1077026182664 861991462336724992 1 0 -89.8922973817336
2 4 17.3764259 44.5789082 19.414661 38.4753547 5.04358691477198 10.0804815977632 861991462336724992 1 0 -89.9195184022368
2 5 17.4930365 44.6463669 19.532715 38.532288 5.04289571017981 10.0373549540729 861991462336724992 1 0 -89.9626450459271
3 1 17.2351856 44.4595362 19.2587058 38.4057954 5.04436334974102 10.1413633497569 862137708120637440 1 0 -89.8586366502431
3 2 17.2708127 44.4881895 19.2846737 38.425524 5.04416285245982 10.1332594369641 862137708120637440 1 0 -89.8667405630359
3 3 17.3230475 44.5425329 19.3132388 38.4732185 5.04389138014573 10.1310098941402 862137708120637440 1 0 -89.8689901058598
3 4 17.3901195 44.6148547 19.3740922 38.5292416 5.04355561873459 10.1149807708842 862137708120637440 1 0 -89.8850192291158
3 5 17.4752379 44.7524215 19.4507353 38.6518022 5.043221218689 10.1086779509825 862137708120637440 1 0 -89.8913220490175
