"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "fitness" "distance"
1 22.2810632633333 30.1456450606667 26.0663719533333 29.58905919 4.11106804505705 9.64422545417051 4.38169548422794e-60 -40.3557745458295
2 22.3103219006667 30.1674238216667 26.0937441123333 29.61001506 4.11137450256074 9.6294052489353 1.70466034468197e-57 -40.3705947510647
3 22.3529141796667 30.2055203683333 26.1314438246667 29.6336521933333 4.11236903716629 9.60717950484473 5.26848987289281e-60 -40.3928204951553
4 22.441906771 30.2473982026667 26.1681905383333 29.69707623 4.11002925904704 9.63781832848707 1.38429330693839e-60 -40.3621816715129
5 22.461879647 30.285198393 26.191415988 29.7358057533333 4.10610922339347 9.68970365363363 1.03837536053722e-57 -40.3102963463664
