"Rep" "Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 1 43.954891 16.224927 42.472622 51.013195 1.84565131980217 6.00495774075822 861922731048828928 1 0.000122079994114259 6.00495774075822
1 2 43.97557 16.274396 42.523153 51.046971 1.85045633263577 6.00190205953145 861922731048828928 1 0.000123895433862184 6.00190205953145
1 3 43.986559 16.311611 42.570129 51.173258 1.85427254599492 6.01048215780577 861922731048828928 1 0.000122849313678526 6.01048215780577
1 4 44.000714 16.499446 42.668714 51.186237 1.87501452227676 5.99857206618863 861922731048828928 1 0.000128341702824026 5.99857206618863
1 5 44.120668 16.478007 42.759069 51.308753 1.86771795166766 6.00023276104387 861922731048828928 1 0.000127768108257302 6.00023276104387
2 1 43.924474 16.245198 42.425092 50.993625 1.84923275164452 6.00942358823138 861991462336724992 1 0.000120448114421737 6.00942358823138
2 2 43.942999 16.253873 42.468132 51.035843 1.8494859692641 6.00845602036414 861991462336724992 1 0.000121507645344504 6.00845602036414
2 3 44.033067 16.253465 42.528474 51.085396 1.84581509318462 6.00616511666623 861991462336724992 1 0.000124561431631223 6.00616511666623
2 4 44.074735 16.286651 42.611879 51.150604 1.84783186996839 6.00203076039716 861991462336724992 1 0.000126217591642632 6.00203076039716
2 5 44.242976 16.309301 42.706126 51.315889 1.8439493170341 6.00911240026204 861991462336724992 1 0.000130503228073941 6.00911240026204
3 1 43.928315 16.20684 42.460802 50.992336 1.84470918832675 6.00419630421474 862137708120637440 1 0.00012237506882428 6.00419630421474
3 2 43.95013 16.220193 42.501184 50.993715 1.84534477411039 5.99884441503347 862137708120637440 1 0.000125251683016584 5.99884441503347
3 3 43.984415 16.222853 42.558693 50.979094 1.84423262661446 5.98932325862198 862137708120637440 1 0.000130008629259909 5.98932325862198
3 4 43.99243 16.281764 42.631757 51.022736 1.85066250707743 5.98461682374105 862137708120637440 1 0.000133357299553808 5.98461682374105
3 5 44.028112 16.312979 42.768103 51.059724 1.85276108621456 5.97099884360219 862137708120637440 1 0.000145091053607652 5.97099884360219
