"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "fitness" "distance"
1 6.65580401666667 38.915919 47.9921579666667 23.2885673666667 5.18612408111833 2.52638237169513 0 -97.4736176283049
2 6.68838324666667 38.9392923666667 48.0223271666667 23.3074046666667 5.1853170709079 2.52678923934493 0 -97.4732107606551
3 6.72653581333333 38.9891480666667 48.0612158333333 23.3405887666667 5.184379810752 2.52825361760314 0 -97.4717463823969
4 6.78643611 39.0531233666667 48.1219794333333 23.3953909333333 5.1829320899558 2.53073610177053 0 -97.4692638982295
5 6.86773231 39.1579909 48.2197804 23.4847973666667 5.18105089594367 2.53473258783302 0 -97.465267412167
