"Rep" "Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 1 17.2398943 44.4631552 19.2581035 38.4121588 5.0443370829005 10.1431093157814 861922731048828928 1 0.992482388501494 0.143109315781394
1 2 17.2681513 44.4861971 19.2941663 38.4428948 5.04417794608868 10.1327987536714 861922731048828928 1 0.989922401600384 0.132798753671448
1 3 17.3052582 44.5302598 19.3223199 38.4702246 5.04399571771881 10.1257602215621 861922731048828928 1 0.986846099003185 0.12576022156212
1 4 17.3682847 44.5611912 19.3805688 38.5249136 5.04361702348116 10.1106607526855 861922731048828928 1 0.981980695905729 0.110660752685457
1 5 17.4730105 44.649805 19.4332049 38.5987149 5.0430757588868 10.1039921673536 861922731048828928 1 0.976718628787769 0.103992167353642
2 1 17.2469092 44.458546 19.2687635 38.4113528 5.04427826060964 10.1375927724244 861991462336724992 1 0.992003577102957 0.137592772424422
2 2 17.2701214 44.4782585 19.2968664 38.4247343 5.0441550993681 10.1269809401835 861991462336724992 1 0.989774905620892 0.126980940183496
2 3 17.3112215 44.5153963 19.3377293 38.4363305 5.04393237781372 10.1092803078964 861991462336724992 1 0.987733366637436 0.109280307896393
2 4 17.3688804 44.5715135 19.4270029 38.4849236 5.04362801929423 10.0783882012882 861991462336724992 1 0.981745438599177 0.0783882012882025
2 5 17.4539783 44.6490638 19.5117881 38.5652389 5.04317464910933 10.0575471026904 861991462336724992 1 0.974069686864876 0.0575471026904024
3 1 17.2351856 44.4595362 19.2587058 38.4057954 5.04436334974102 10.1413633497569 862137708120637440 1 0.992324087204626 0.141363349756866
3 2 17.2714886 44.4821118 19.2766465 38.4245454 5.04414855733721 10.1370379434283 862137708120637440 1 0.99011632265089 0.137037943428264
3 3 17.3210569 44.5151941 19.3207186 38.4565301 5.04386423804714 10.1227178082358 862137708120637440 1 0.987105519006964 0.122717808235849
3 4 17.3888161 44.5977445 19.3722022 38.4990938 5.04354103452904 10.107610713339 862137708120637440 1 0.983920873231609 0.107610713339017
3 5 17.5032317 44.7158578 19.4759676 38.5957054 5.04298373258515 10.0811383811669 862137708120637440 1 0.974105196192533 0.0811383811669018
