"Rep" "Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "SEED" "Index" "fitness" "distance"
1 1 15.7277918 50.5116536 11.6974152 45.9727595 5.06566484502998 20.044807477522 861922731048828928 2 3.12799062135915e-92 -29.955192522478
1 2 15.756047 50.5346939 11.7334862 46.0034954 5.065483893575 20.0014554079013 861922731048828928 2 2.46668795092313e-92 -29.9985445920987
1 3 15.7931526 50.5787559 11.7616469 46.0308256 5.06526789442735 19.9706866077828 861922731048828928 2 2.0738635419736e-92 -30.0293133922172
1 4 15.855642 50.7356527 11.672479 46.1894107 5.06501593199282 20.1795826664341 861922731048828928 2 2.09448283284663e-77 -29.8204173335659
1 5 15.8875871 50.839871 11.6502067 46.3416524 5.06492151884479 20.283789764589 861922731048828928 2 1.06167989229495e-82 -29.716210235411
2 1 15.7348062 50.5070444 11.7080758 45.9719536 5.06560390849919 20.0284171845188 861991462336724992 2 8.77289134039109e-94 -29.9715828154812
2 2 15.7580169 50.5267556 11.7361901 45.9853355 5.06546470883418 19.991032620137 861991462336724992 2 1.36326246124884e-89 -30.008967379863
2 3 15.7991156 50.5638916 11.7770601 45.9969328 5.06520939396211 19.9328978536595 861991462336724992 2 2.02826489787254e-91 -30.0671021463405
2 4 15.9632015 50.5098672 11.990983 45.8807726 5.06385875530305 19.5351526511373 861991462336724992 2 8.73010229233038e-94 -30.4648473488627
2 5 15.8838639 50.6223176 12.1171578 45.8940724 5.06463428543265 19.3452081141955 861991462336724992 2 1.07816554507644e-90 -30.6547918858045
3 1 15.723083 50.508035 11.6980172 45.9663966 5.06569455175065 20.0420309548447 862137708120637440 2 1.99624228004629e-90 -29.9579690451553
3 2 15.7593853 50.5306084 11.715965 45.9851466 5.06545496826841 20.0228126291102 862137708120637440 2 4.29109025525059e-93 -29.9771873708898
3 3 15.8089527 50.5636888 11.760049 46.0171314 5.06513734454833 19.9669300771733 862137708120637440 2 2.41290244018454e-91 -30.0330699228267
3 4 15.7884536 50.4587691 11.8092533 46.006058 5.06513891539433 19.8766623374687 862137708120637440 2 1.0349650537498e-92 -30.1233376625313
3 5 15.8175486 50.385785 11.7218073 45.9687474 5.06480907868861 20.0036885565587 862137708120637440 2 1.12892388024425e-91 -29.9963114434413
