"Generation" "AAlpha" "ABeta" "BAlpha" "BBeta" "AConc" "BConc" "fitness" "distance"
1 3.10865063333333 21.266055 24.8114373333333 37.390619 5.36763971445074 8.29784957809101 3.55724329920728e-08 8.29784957809101
2 3.12898623333333 21.2898876666667 24.8560866666667 37.416412 5.36618776515232 8.28539874215937 4.02463776059879e-08 8.28539874215937
3 3.17409833333333 21.3030443333333 24.911028 37.4701506666667 5.36278975987783 8.27328696273586 5.3495221574173e-08 8.27328696273586
4 3.19537546666667 21.3963563333333 24.9960463333333 37.5107606666667 5.36117441392762 8.25129612516516 6.16458613283156e-08 8.25129612516516
5 3.30332953333333 21.407165 25.1030253333333 37.619025 5.35302978216506 8.22552281487434 1.24891620128252e-07 8.22552281487434
